lang,mic,isin,name,symbol,nominal_ammount,nominal_currency_id_formatted,maturity_date,maturity_date_formatted,interest_rate_percentage,last_price,last_trade_time,last_trade_time_formatted,last_trade_time_to_local_formatted,weight_percentage,quantity,change_prev_close_percentage,free_float_factor,weighting_factor,free_float_market_cap,download_date
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"23,70",2025-11-24T16:51:00+01:00,16:51:00,24.11.2025. 15:51:00,"7,96&nbsp;%","320.241.955,00","-0,42&nbsp;%","0,04","1,00000000","303.589.373,34",2025-11-24
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,50",2025-11-24T16:18:30+01:00,16:18:30,24.11.2025. 15:18:30,"3,93&nbsp;%","25.607.675,00","+0,52&nbsp;%","0,30","1,00000000","149.804.898,75",2025-11-24
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"20,00",2025-11-25T16:38:15+01:00,16:38:15,25.11.2025. 15:38:15,"1,54&nbsp;%","4.199.584,00","+2,30&nbsp;%","0,70","1,00000000","58.794.176,00",2025-11-25
hr,0,HRADRSPA0009,ADRIS GRUPA d.d.,ADRS2,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"71,40",2025-11-25T16:10:55+01:00,16:10:55,25.11.2025. 15:10:55,"8,87&nbsp;%","6.784.100,00","-2,19&nbsp;%","0,95","0,73725141","339.257.665,92",2025-11-25
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"37,40",2025-11-25T14:19:27+01:00,14:19:27,25.11.2025. 13:19:27,"1,76&nbsp;%","5.128.721,00","-0,53&nbsp;%","0,35","1,00000000","67.134.957,89",2025-11-25
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"42,60",2025-11-25T17:00:10+01:00,17:00:10,25.11.2025. 16:00:10,"6,69&nbsp;%","13.337.200,00","+0,95&nbsp;%","0,45","1,00000000","255.674.124,00",2025-11-25
hr,0,HRDDJHRA0007,DURO DAKOVIC GRUPA d.d.,DDJH,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"64,50",2025-11-25T16:54:02+01:00,16:54:02,25.11.2025. 15:54:02,"0,09&nbsp;%","101.532,00","-0,77&nbsp;%","0,50","1,00000000","3.274.407,00",2025-11-25
hr,0,HRDLKVRA0006,Dalekovod d.d.,DLKV,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"8,34",2025-11-25T16:39:20+01:00,16:39:20,25.11.2025. 15:39:20,"2,25&nbsp;%","41.247.193,00","+0,97&nbsp;%","0,25","1,00000000","86.000.397,41",2025-11-25
hr,0,HRERNTRA0000,ERICSSON NIKOLA TESLA d.d.,ERNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"199,00",2025-11-25T16:43:54+01:00,16:43:54,25.11.2025. 15:43:54,"3,81&nbsp;%","1.331.650,00","0,00&nbsp;%","0,55","1,00000000","145.749.092,50",2025-11-25
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"320,00",2025-11-25T16:43:03+01:00,16:43:03,25.11.2025. 15:43:03,"5,08&nbsp;%","2.024.625,00","-0,62&nbsp;%","0,30","1,00000000","194.364.000,00",2025-11-25
hr,0,HRHT00RA0005,HT d.d.,HT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"41,70",2025-11-25T16:49:06+01:00,16:49:06,25.11.2025. 15:49:06,"10,14&nbsp;%","78.000.000,00","0,00&nbsp;%","0,40","0,29796245","387.661.065,95",2025-11-25
hr,0,HRIG00RA0009,ING-GRAD d.d.,IG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"56,60",2025-11-25T11:32:13+01:00,11:32:13,25.11.2025. 10:32:13,"2,07&nbsp;%","3.990.000,00","0,00&nbsp;%","0,35","1,00000000","79.041.900,00",2025-11-25
hr,0,HRINGRRA0001,INGRA d.d.,INGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"2,02",2025-11-24T15:26:30+01:00,24.11.2025. 15:26:30,24.11.2025. 14:26:30,"0,61&nbsp;%","13.545.200,00",-,"0,85","1,00000000","23.257.108,40",2025-11-25
hr,0,HRKODTRA0007,KONCAR - DISTRIBUTIVNI I SPECIJALNI TRANSFORMATORI d.d.,KODT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3.500,00",2025-11-25T17:00:04+01:00,17:00:04,25.11.2025. 16:00:04,"9,15&nbsp;%","388.376,00","+4,17&nbsp;%","0,35","0,73541980","349.883.765,30",2025-11-25
hr,0,HRKOEIRA0009,KONCAR d.d.,KOEI,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"646,00",2025-11-25T16:51:01+01:00,16:51:01,25.11.2025. 15:51:01,"9,13&nbsp;%","2.572.119,00","0,00&nbsp;%","1,00","0,21015776","349.195.795,80",2025-11-25
hr,0,HRPLAGRA0003,PLAVA LAGUNA d.d.,PLAG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"326,00",2025-11-25T11:51:51+01:00,11:51:51,25.11.2025. 10:51:51,"3,00&nbsp;%","2.197.772,00","0,00&nbsp;%","0,16","1,00000000","114.635.787,52",2025-11-25
hr,0,HRPODRRA0004,PODRAVKA d.d.,PODR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"160,00",2025-11-25T16:11:39+01:00,16:11:39,25.11.2025. 15:11:39,"10,67&nbsp;%","7.120.003,00","-1,84&nbsp;%","0,80","0,44747561","407.811.543,76",2025-11-25
hr,0,HRRIVPRA0000,Valamar Riviera d.d.,RIVP,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"6,54",2025-11-25T16:54:19+01:00,16:54:19,25.11.2025. 15:54:19,"10,58&nbsp;%","126.027.542,00","0,00&nbsp;%","0,55","0,89268438","404.672.637,04",2025-11-25
hr,0,HRSPANRA0007,SPAN d.d.,SPAN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"65,40",2025-11-25T16:43:20+01:00,16:43:20,25.11.2025. 15:43:20,"2,35&nbsp;%","1.960.000,00","+1,24&nbsp;%","0,70","1,00000000","89.728.800,00",2025-11-25
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,92",2025-11-25T14:11:02+01:00,14:11:02,25.11.2025. 13:11:02,"0,24&nbsp;%","16.813.247,00","-1,01&nbsp;%","0,14","1,00000000","9.227.109,95",2025-11-25
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"24,00",2025-11-25T16:39:38+01:00,16:39:38,25.11.2025. 15:39:38,"8,04&nbsp;%","320.241.955,00","+1,27&nbsp;%","0,04","1,00000000","307.432.276,80",2025-11-25
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,60",2025-11-25T15:43:23+01:00,15:43:23,25.11.2025. 14:43:23,"3,94&nbsp;%","25.607.675,00","+0,51&nbsp;%","0,30","1,00000000","150.573.129,00",2025-11-25
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"20,20",2025-11-26T16:48:40+01:00,16:48:40,26.11.2025. 15:48:40,"1,55&nbsp;%","4.199.584,00","+1,00&nbsp;%","0,70","1,00000000","59.382.117,76",2025-11-26
hr,0,HRADRSPA0009,ADRIS GRUPA d.d.,ADRS2,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"71,20",2025-11-26T16:51:33+01:00,16:51:33,26.11.2025. 15:51:33,"8,83&nbsp;%","6.784.100,00","-0,28&nbsp;%","0,95","0,73725141","338.307.364,33",2025-11-26
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"37,40",2025-11-25T14:19:27+01:00,25.11.2025. 14:19:27,25.11.2025. 13:19:27,"1,75&nbsp;%","5.128.721,00",-,"0,35","1,00000000","67.134.957,89",2025-11-26
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"43,00",2025-11-26T16:37:20+01:00,16:37:20,26.11.2025. 15:37:20,"6,74&nbsp;%","13.337.200,00","+0,94&nbsp;%","0,45","1,00000000","258.074.820,00",2025-11-26
hr,0,HRDDJHRA0007,DURO DAKOVIC GRUPA d.d.,DDJH,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"64,50",2025-11-25T16:54:02+01:00,25.11.2025. 16:54:02,25.11.2025. 15:54:02,"0,09&nbsp;%","101.532,00",-,"0,50","1,00000000","3.274.407,00",2025-11-26
hr,0,HRDLKVRA0006,Dalekovod d.d.,DLKV,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"8,30",2025-11-26T15:57:53+01:00,15:57:53,26.11.2025. 14:57:53,"2,23&nbsp;%","41.247.193,00","-0,48&nbsp;%","0,25","1,00000000","85.587.925,48",2025-11-26
hr,0,HRERNTRA0000,ERICSSON NIKOLA TESLA d.d.,ERNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"197,00",2025-11-26T15:31:05+01:00,15:31:05,26.11.2025. 14:31:05,"3,77&nbsp;%","1.331.650,00","-1,01&nbsp;%","0,55","1,00000000","144.284.277,50",2025-11-26
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"322,00",2025-11-26T17:00:09+01:00,17:00:09,26.11.2025. 16:00:09,"5,11&nbsp;%","2.024.625,00","+0,63&nbsp;%","0,30","1,00000000","195.578.775,00",2025-11-26
hr,0,HRHT00RA0005,HT d.d.,HT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"41,70",2025-11-26T16:36:24+01:00,16:36:24,26.11.2025. 15:36:24,"10,12&nbsp;%","78.000.000,00","0,00&nbsp;%","0,40","0,29796245","387.661.065,95",2025-11-26
hr,0,HRIG00RA0009,ING-GRAD d.d.,IG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"56,20",2025-11-26T16:42:59+01:00,16:42:59,26.11.2025. 15:42:59,"2,05&nbsp;%","3.990.000,00","-0,71&nbsp;%","0,35","1,00000000","78.483.300,00",2025-11-26
hr,0,HRINGRRA0001,INGRA d.d.,INGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"2,02",2025-11-26T15:57:10+01:00,15:57:10,26.11.2025. 14:57:10,"0,61&nbsp;%","13.545.200,00","0,00&nbsp;%","0,85","1,00000000","23.257.108,40",2025-11-26
hr,0,HRKODTRA0007,KONCAR - DISTRIBUTIVNI I SPECIJALNI TRANSFORMATORI d.d.,KODT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3.530,00",2025-11-26T17:00:03+01:00,17:00:03,26.11.2025. 16:00:03,"9,21&nbsp;%","388.376,00","+0,86&nbsp;%","0,35","0,73541980","352.882.769,00",2025-11-26
hr,0,HRKOEIRA0009,KONCAR d.d.,KOEI,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"650,00",2025-11-26T16:51:54+01:00,16:51:54,26.11.2025. 15:51:54,"9,17&nbsp;%","2.572.119,00","+0,62&nbsp;%","1,00","0,21015776","351.357.998,87",2025-11-26
hr,0,HRPLAGRA0003,PLAVA LAGUNA d.d.,PLAG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"320,00",2025-11-26T16:04:56+01:00,16:04:56,26.11.2025. 15:04:56,"2,94&nbsp;%","2.197.772,00","-1,84&nbsp;%","0,16","1,00000000","112.525.926,40",2025-11-26
hr,0,HRPODRRA0004,PODRAVKA d.d.,PODR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"160,00",2025-11-26T13:44:12+01:00,13:44:12,26.11.2025. 12:44:12,"10,65&nbsp;%","7.120.003,00","0,00&nbsp;%","0,80","0,44747561","407.811.543,76",2025-11-26
hr,0,HRRIVPRA0000,Valamar Riviera d.d.,RIVP,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"6,60",2025-11-26T16:22:23+01:00,16:22:23,26.11.2025. 15:22:23,"10,66&nbsp;%","126.027.542,00","+0,92&nbsp;%","0,55","0,89268438","408.385.230,04",2025-11-26
hr,0,HRSPANRA0007,SPAN d.d.,SPAN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"65,20",2025-11-26T12:51:48+01:00,12:51:48,26.11.2025. 11:51:48,"2,34&nbsp;%","1.960.000,00","-0,31&nbsp;%","0,70","1,00000000","89.454.400,00",2025-11-26
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,92",2025-11-25T14:11:02+01:00,25.11.2025. 14:11:02,25.11.2025. 13:11:02,"0,24&nbsp;%","16.813.247,00",-,"0,14","1,00000000","9.227.109,95",2025-11-26
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"24,00",2025-11-26T14:00:40+01:00,14:00:40,26.11.2025. 13:00:40,"8,03&nbsp;%","320.241.955,00","0,00&nbsp;%","0,04","1,00000000","307.432.276,80",2025-11-26
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,55",2025-11-26T15:12:54+01:00,15:12:54,26.11.2025. 14:12:54,"3,92&nbsp;%","25.607.675,00","-0,26&nbsp;%","0,30","1,00000000","150.189.013,88",2025-11-26
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"20,10",2025-11-27T16:40:55+01:00,16:40:55,27.11.2025. 15:40:55,"1,54&nbsp;%","4.199.584,00","-0,50&nbsp;%","0,70","1,00000000","59.088.146,88",2025-11-27
hr,0,HRADRSPA0009,ADRIS GRUPA d.d.,ADRS2,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"72,00",2025-11-27T16:47:50+01:00,16:47:50,27.11.2025. 15:47:50,"8,90&nbsp;%","6.784.100,00","+1,12&nbsp;%","0,95","0,73725141","342.108.570,68",2025-11-27
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"37,40",2025-11-25T14:19:27+01:00,25.11.2025. 14:19:27,25.11.2025. 13:19:27,"1,75&nbsp;%","5.128.721,00",-,"0,35","1,00000000","67.134.957,89",2025-11-27
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"43,80",2025-11-27T15:59:03+01:00,15:59:03,27.11.2025. 14:59:03,"6,84&nbsp;%","13.337.200,00","+1,86&nbsp;%","0,45","1,00000000","262.876.212,00",2025-11-27
hr,0,HRDDJHRA0007,DURO DAKOVIC GRUPA d.d.,DDJH,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"63,50",2025-11-27T17:00:13+01:00,17:00:13,27.11.2025. 16:00:13,"0,08&nbsp;%","101.532,00","-1,55&nbsp;%","0,50","1,00000000","3.223.641,00",2025-11-27
hr,0,HRDLKVRA0006,Dalekovod d.d.,DLKV,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"8,40",2025-11-27T15:04:08+01:00,15:04:08,27.11.2025. 14:04:08,"2,25&nbsp;%","41.247.193,00","+1,20&nbsp;%","0,25","1,00000000","86.619.105,30",2025-11-27
hr,0,HRERNTRA0000,ERICSSON NIKOLA TESLA d.d.,ERNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"199,00",2025-11-27T15:55:38+01:00,15:55:38,27.11.2025. 14:55:38,"3,79&nbsp;%","1.331.650,00","+1,02&nbsp;%","0,55","1,00000000","145.749.092,50",2025-11-27
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"322,00",2025-11-27T16:31:17+01:00,16:31:17,27.11.2025. 15:31:17,"5,09&nbsp;%","2.024.625,00","0,00&nbsp;%","0,30","1,00000000","195.578.775,00",2025-11-27
hr,0,HRHT00RA0005,HT d.d.,HT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"41,70",2025-11-27T16:12:05+01:00,16:12:05,27.11.2025. 15:12:05,"10,09&nbsp;%","78.000.000,00","0,00&nbsp;%","0,40","0,29796245","387.661.065,95",2025-11-27
hr,0,HRIG00RA0009,ING-GRAD d.d.,IG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"56,80",2025-11-27T13:13:12+01:00,13:13:12,27.11.2025. 12:13:12,"2,06&nbsp;%","3.990.000,00","+1,07&nbsp;%","0,35","1,00000000","79.321.200,00",2025-11-27
hr,0,HRINGRRA0001,INGRA d.d.,INGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"2,12",2025-11-27T16:41:57+01:00,16:41:57,27.11.2025. 15:41:57,"0,64&nbsp;%","13.545.200,00","+4,95&nbsp;%","0,85","1,00000000","24.408.450,40",2025-11-27
hr,0,HRKODTRA0007,KONCAR - DISTRIBUTIVNI I SPECIJALNI TRANSFORMATORI d.d.,KODT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3.570,00",2025-11-27T14:56:22+01:00,14:56:22,27.11.2025. 13:56:22,"9,29&nbsp;%","388.376,00","+1,13&nbsp;%","0,35","0,73541980","356.881.440,61",2025-11-27
hr,0,HRKOEIRA0009,KONCAR d.d.,KOEI,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"650,00",2025-11-27T14:12:39+01:00,14:12:39,27.11.2025. 13:12:39,"9,14&nbsp;%","2.572.119,00","0,00&nbsp;%","1,00","0,21015776","351.357.998,87",2025-11-27
hr,0,HRPLAGRA0003,PLAVA LAGUNA d.d.,PLAG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"320,00",2025-11-26T16:04:56+01:00,26.11.2025. 16:04:56,26.11.2025. 15:04:56,"2,93&nbsp;%","2.197.772,00",-,"0,16","1,00000000","112.525.926,40",2025-11-27
hr,0,HRPODRRA0004,PODRAVKA d.d.,PODR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"158,50",2025-11-27T16:16:52+01:00,16:16:52,27.11.2025. 15:16:52,"10,51&nbsp;%","7.120.003,00","-0,94&nbsp;%","0,80","0,44747561","403.988.310,54",2025-11-27
hr,0,HRRIVPRA0000,Valamar Riviera d.d.,RIVP,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"6,60",2025-11-27T16:46:23+01:00,16:46:23,27.11.2025. 15:46:23,"10,63&nbsp;%","126.027.542,00","0,00&nbsp;%","0,55","0,89268438","408.385.230,04",2025-11-27
hr,0,HRSPANRA0007,SPAN d.d.,SPAN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"65,00",2025-11-27T15:54:06+01:00,15:54:06,27.11.2025. 14:54:06,"2,32&nbsp;%","1.960.000,00","-0,31&nbsp;%","0,70","1,00000000","89.180.000,00",2025-11-27
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,92",2025-11-27T13:22:49+01:00,13:22:49,27.11.2025. 12:22:49,"0,24&nbsp;%","16.813.247,00","0,00&nbsp;%","0,14","1,00000000","9.227.109,95",2025-11-27
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"23,90",2025-11-27T16:46:41+01:00,16:46:41,27.11.2025. 15:46:41,"7,97&nbsp;%","320.241.955,00","-0,42&nbsp;%","0,04","1,00000000","306.151.308,98",2025-11-27
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,80",2025-11-27T11:31:39+01:00,11:31:39,27.11.2025. 10:31:39,"3,96&nbsp;%","25.607.675,00","+1,28&nbsp;%","0,30","1,00000000","152.109.589,50",2025-11-27
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"20,90",2025-11-28T16:46:50+01:00,16:46:50,28.11.2025. 15:46:50,"1,60&nbsp;%","4.199.584,00","+3,98&nbsp;%","0,70","1,00000000","61.439.913,92",2025-11-28
hr,0,HRADRSPA0009,ADRIS GRUPA d.d.,ADRS2,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"72,00",2025-11-28T16:31:03+01:00,16:31:03,28.11.2025. 15:31:03,"8,89&nbsp;%","6.784.100,00","0,00&nbsp;%","0,95","0,73725141","342.108.570,68",2025-11-28
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"37,40",2025-11-28T16:14:13+01:00,16:14:13,28.11.2025. 15:14:13,"1,74&nbsp;%","5.128.721,00","0,00&nbsp;%","0,35","1,00000000","67.134.957,89",2025-11-28
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"43,80",2025-11-27T15:59:03+01:00,27.11.2025. 15:59:03,27.11.2025. 14:59:03,"6,83&nbsp;%","13.337.200,00",-,"0,45","1,00000000","262.876.212,00",2025-11-28
hr,0,HRDDJHRA0007,DURO DAKOVIC GRUPA d.d.,DDJH,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"59,50",2025-11-28T12:33:11+01:00,12:33:11,28.11.2025. 11:33:11,"0,08&nbsp;%","101.532,00","-6,30&nbsp;%","0,50","1,00000000","3.020.577,00",2025-11-28
hr,0,HRDLKVRA0006,Dalekovod d.d.,DLKV,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"8,46",2025-11-28T16:21:25+01:00,16:21:25,28.11.2025. 15:21:25,"2,27&nbsp;%","41.247.193,00","+0,71&nbsp;%","0,25","1,00000000","87.237.813,20",2025-11-28
hr,0,HRERNTRA0000,ERICSSON NIKOLA TESLA d.d.,ERNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"199,50",2025-11-28T10:37:38+01:00,10:37:38,28.11.2025. 09:37:38,"3,80&nbsp;%","1.331.650,00","+0,25&nbsp;%","0,55","1,00000000","146.115.296,25",2025-11-28
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"320,00",2025-11-28T13:57:56+01:00,13:57:56,28.11.2025. 12:57:56,"5,05&nbsp;%","2.024.625,00","-0,62&nbsp;%","0,30","1,00000000","194.364.000,00",2025-11-28
hr,0,HRHT00RA0005,HT d.d.,HT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"41,90",2025-11-28T16:22:58+01:00,16:22:58,28.11.2025. 15:22:58,"10,12&nbsp;%","78.000.000,00","+0,48&nbsp;%","0,40","0,29796245","389.520.351,64",2025-11-28
hr,0,HRIG00RA0009,ING-GRAD d.d.,IG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"56,20",2025-11-28T16:20:39+01:00,16:20:39,28.11.2025. 15:20:39,"2,04&nbsp;%","3.990.000,00","-1,06&nbsp;%","0,35","1,00000000","78.483.300,00",2025-11-28
hr,0,HRINGRRA0001,INGRA d.d.,INGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"2,12",2025-11-27T16:41:57+01:00,27.11.2025. 16:41:57,27.11.2025. 15:41:57,"0,63&nbsp;%","13.545.200,00",-,"0,85","1,00000000","24.408.450,40",2025-11-28
hr,0,HRKODTRA0007,KONCAR - DISTRIBUTIVNI I SPECIJALNI TRANSFORMATORI d.d.,KODT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3.560,00",2025-11-28T17:05:43+01:00,17:05:43,28.11.2025. 16:05:43,"9,24&nbsp;%","388.376,00","-0,28&nbsp;%","0,35","0,73541980","355.881.772,71",2025-11-28
hr,0,HRKOEIRA0009,KONCAR d.d.,KOEI,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"654,00",2025-11-28T16:29:02+01:00,16:29:02,28.11.2025. 15:29:02,"9,18&nbsp;%","2.572.119,00","+0,62&nbsp;%","1,00","0,21015776","353.520.201,94",2025-11-28
hr,0,HRPLAGRA0003,PLAVA LAGUNA d.d.,PLAG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"328,00",2025-11-28T11:44:41+01:00,11:44:41,28.11.2025. 10:44:41,"3,00&nbsp;%","2.197.772,00","+2,50&nbsp;%","0,16","1,00000000","115.339.074,56",2025-11-28
hr,0,HRPODRRA0004,PODRAVKA d.d.,PODR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"158,50",2025-11-27T16:16:52+01:00,27.11.2025. 16:16:52,27.11.2025. 15:16:52,"10,49&nbsp;%","7.120.003,00",-,"0,80","0,44747561","403.988.310,54",2025-11-28
hr,0,HRRIVPRA0000,Valamar Riviera d.d.,RIVP,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"6,60",2025-11-28T16:40:39+01:00,16:40:39,28.11.2025. 15:40:39,"10,61&nbsp;%","126.027.542,00","0,00&nbsp;%","0,55","0,89268438","408.385.230,04",2025-11-28
hr,0,HRSPANRA0007,SPAN d.d.,SPAN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"65,20",2025-11-28T16:51:23+01:00,16:51:23,28.11.2025. 15:51:23,"2,32&nbsp;%","1.960.000,00","+0,31&nbsp;%","0,70","1,00000000","89.454.400,00",2025-11-28
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,92",2025-11-27T13:22:49+01:00,27.11.2025. 13:22:49,27.11.2025. 12:22:49,"0,24&nbsp;%","16.813.247,00",-,"0,14","1,00000000","9.227.109,95",2025-11-28
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"24,00",2025-11-28T16:43:13+01:00,16:43:13,28.11.2025. 15:43:13,"7,98&nbsp;%","320.241.955,00","+0,42&nbsp;%","0,04","1,00000000","307.432.276,80",2025-11-28
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,55",2025-11-28T14:48:35+01:00,14:48:35,28.11.2025. 13:48:35,"3,90&nbsp;%","25.607.675,00","-1,26&nbsp;%","0,30","1,00000000","150.189.013,88",2025-11-28
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"20,90",2025-11-28T16:46:50+01:00,28.11.2025. 16:46:50,28.11.2025. 15:46:50,"1,60&nbsp;%","4.199.584,00","+3,98&nbsp;%","0,70","1,00000000","61.439.913,92",2025-11-29
